Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
010001,Southeast Health Medical Center,Dothan,1108 Ross Clark Circle,1,36301,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,18,136810.55556,35440.611111,33930.444444
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,11,168166.27273,42485.545455,41254.090909
010011,St Vincent's East,Birmingham,50 Medical Park East Drive,1,35235,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,15,159246.8,34526.133333,33192.066667
010016,Shelby Baptist Medical Center,Alabaster,1000 First Street North,1,35007,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,28,166758.5,41006.357143,39621.714286
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,18,145511.0,51561.111111,49290.833333
010033,University Of Alabama Hospital,Birmingham,619 South 19th Street,1,35233,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,199,140622.49246,40465.934673,37883.909548
010039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,44,260021.15909,43503.386364,42464.681818
010039,Huntsville Hospital,Huntsville,101 Sivley Rd,1,35801,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,137,230189.0292,36170.277372,33171.248175
010090,Providence Hospital,Mobile,6801 Airport Boulevard,1,36608,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,11,158141.81818,41417.909091,40223.545455
010100,Thomas Hospital,Fairhope,750 Morphy Avenue,1,36532,AL,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,44,122626.65909,43291.636364,40548.318182
010103,Princeton Baptist Medical Center,Birmingham,701 Princeton Avenue Southwest,1,35211,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,13,217830.53846,37578.923077,35781.923077
010104,Grandview Medical Center,Birmingham,3690 Grandview Parkway,1,35243,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,42,460798.66667,42544.238095,41367.309524
010104,Grandview Medical Center,Birmingham,3690 Grandview Parkway,1,35243,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,12,405257.91667,34386.416667,30210.416667
010113,Mobile Infirmary Medical Center,Mobile,5 Mobile Infirmary Circle,1,36607,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,20,110066.3,40196.65,38203.75
010113,Mobile Infirmary Medical Center,Mobile,5 Mobile Infirmary Circle,1,36607,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,33,85575.909091,32427.242424,30661.212121
010139,Brookwood Baptist Medical Center,Birmingham,2010 Brookwood Medical Center Drive,1,35209,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,35,581400.28571,34763.0,33605.942857
010144,Springhill Memorial Hospital,Mobile,3719 Dauphin Street,1,36608,AL,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,116,122403.12069,40649.681034,39787.413793
020001,Providence Alaska Medical Center,Anchorage,3200 Providence Drive,2,99508,AK,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,58,221709.55172,64342.12069,58351.793103
020001,Providence Alaska Medical Center,Anchorage,3200 Providence Drive,2,99508,AK,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,95,144162.21053,49196.263158,46691.894737
020017,Alaska Regional Hospital,Anchorage,2801 Debarr Road,2,99508,AK,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,15,326473.93333,58303.066667,56954.533333
030002,Banner - University Medical Center Phoenix,Phoenix,1111 East Mcdowell Road,4,85006,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,53,262785.71698,59602.641509,54794.641509
030002,Banner - University Medical Center Phoenix,Phoenix,1111 East Mcdowell Road,4,85006,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,27,197224.74074,43675.37037,42580.407407
030006,Tucson Medical Center,Tucson,5301 East Grant Road,4,85712,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,44,178505.29545,52286.704545,47541.113636
030006,Tucson Medical Center,Tucson,5301 East Grant Road,4,85712,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,97,155210.25773,39752.041237,38483.505155
030010,St. Mary's Hospital,Tucson,1601 West St Mary's Road,4,85745,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,16,439863.4375,46790.125,45817.625
030010,St. Mary's Hospital,Tucson,1601 West St Mary's Road,4,85745,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,22,358475.22727,37341.636364,36210.0
030012,Yavapai Regional Medical Center,Prescott,1003 Willow Creek Road,4,86301,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,16,248821.1875,58255.3125,57370.8125
030012,Yavapai Regional Medical Center,Prescott,1003 Willow Creek Road,4,86301,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,47,196856.78723,44047.531915,42818.0
030013,Yuma Regional Medical Center,Yuma,2400 South Avenue A,4,85364,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,48,151438.85417,44258.791667,42989.625
030024,St. Joseph's Hospital And Medical Center,Phoenix,350 West Thomas Road,4,85013,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,22,288556.63636,64133.272727,58716.863636
030024,St. Joseph's Hospital And Medical Center,Phoenix,350 West Thomas Road,4,85013,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,58,214430.67241,47108.068966,44634.103448
030036,Chandler Regional Medical Center,Chandler,1955 West Frye Road,4,85224,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,18,385110.77778,57113.777778,47198.944444
030036,Chandler Regional Medical Center,Chandler,1955 West Frye Road,4,85224,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,62,352858.35484,40748.403226,37315.629032
030061,Banner Boswell Medical Center,Sun City,10401 West Thunderbird Boulevard,4,85351,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,18,246451.27778,46626.388889,45908.388889
030061,Banner Boswell Medical Center,Sun City,10401 West Thunderbird Boulevard,4,85351,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,64,199399.53125,36574.6875,35159.609375
030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,4,85719,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,44,233832.22727,63341.863636,59931.659091
030065,Banner Desert Medical Center,Mesa,1400 South  Dobson Road,4,85202,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,12,312030.58333,50239.0,49590.75
030065,Banner Desert Medical Center,Mesa,1400 South  Dobson Road,4,85202,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,39,216167.4359,44905.307692,35574.384615
030085,Northwest Medical Center,Tucson,6200 North La Cholla Boulevard,4,85741,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,26,237381.5,36209.923077,35072.846154
030087,Honorhealth Scottsdale Shea Medical Center,Scottsdale,9003 East Shea Boulevard,4,85260,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,18,342498.22222,46137.166667,45087.333333
030087,Honorhealth Scottsdale Shea Medical Center,Scottsdale,9003 East Shea Boulevard,4,85260,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,105,286188.33333,36760.990476,35556.247619
030089,Banner Thunderbird Medical Center,Glendale,5555 West Thunderbird Road,4,85306,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,25,215605.12,41859.84,35513.28
030092,Honorhealth Deer Valley Medical Center,Phoenix,19829 North 27th Avenue,4,85027,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,20,255399.3,37947.5,36623.75
030094,Abrazo Arrowhead Campus,Glendale,18701 North 67th Avenue,4,85308,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,74,540157.17568,51094.824324,50190.675676
030094,Abrazo Arrowhead Campus,Glendale,18701 North 67th Avenue,4,85308,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,100,505729.08,40905.64,37204.6
030103,Mayo Clinic Hospital,Phoenix,5777 East Mayo Boulevard,4,85054,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,19,164352.47368,55430.736842,49417.526316
030103,Mayo Clinic Hospital,Phoenix,5777 East Mayo Boulevard,4,85054,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,95,126696.98947,44740.126316,35986.242105
030105,Banner Heart Hospital,Mesa,6750 East Baywood Avenue,4,85206,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,28,298562.32143,47139.642857,45977.785714
030105,Banner Heart Hospital,Mesa,6750 East Baywood Avenue,4,85206,AZ,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,82,203085.69512,36673.121951,35477.658537
040004,Washington Regional Medical Center,Fayetteville,3215 N North Hills Boulevard,5,72703,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,19,232497.84211,44111.947368,43039.789474
040004,Washington Regional Medical Center,Fayetteville,3215 N North Hills Boulevard,5,72703,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,25,182637.12,34029.0,30594.4
040007,Chi-St Vincent Infirmary,Little Rock,Two St Vincent Circle,5,72205,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,116,150597.44828,44273.232759,43111.758621
040007,Chi-St Vincent Infirmary,Little Rock,Two St Vincent Circle,5,72205,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,38,133298.31579,35207.447368,32877.710526
040010,Mercy Hospital Northwest Arkansas,Rogers,2710 South Rife Medical Lane,5,72758,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,20,111853.45,35137.75,33855.25
040016,Uams Medical Center,Little Rock,4301 West Markham Street Mail Slot 612,5,72205,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,19,150414.0,42738.052632,40594.736842
040020,St Bernards Medical Center,Jonesboro,225 E Washiington Avenue,5,72401,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,40,70681.7,35504.725,31864.7
040027,Baxter Regional Medical Center,Mountain Home,624 Hospital Drive,5,72653,AR,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,15,126063.13333,40471.066667,39226.266667
040114,Baptist Health Medical Center-Little Rock,Little Rock,9601 Interstate,5,72205,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,50,110518.4,43150.32,42219.18
040114,Baptist Health Medical Center-Little Rock,Little Rock,9601 Interstate,5,72205,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,68,96854.102941,34690.411765,32037.279412
040134,"Arkansas Heart Hospital, Llc",Little Rock,1701 S Shackleford Road,5,72211,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,29,129507.72414,39365.758621,38402.448276
040134,"Arkansas Heart Hospital, Llc",Little Rock,1701 S Shackleford Road,5,72211,AR,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,117,112866.71795,31550.692308,30038.247863
050007,Mills-Peninsula Medical Center,Burlingame,1501 Trousdale Drive,6,94010,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,18,241301.88889,70363.444444,69650.777778
050007,Mills-Peninsula Medical Center,Burlingame,1501 Trousdale Drive,6,94010,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,35,200723.28571,57025.142857,55687.085714
050013,Adventist Health St Helena,Saint Helena,10 Woodland Road,6,94574,CA,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,11,337863.18182,74257.181818,73267.0
050013,Adventist Health St Helena,Saint Helena,10 Woodland Road,6,94574,CA,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,47,235492.78723,60044.93617,58952.425532
050017,Mercy General Hospital,Sacramento,4001 J St,6,95819,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,17,541826.70588,77974.705882,76916.529412
050017,Mercy General Hospital,Sacramento,4001 J St,6,95819,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,64,352879.5625,55243.203125,53992.78125
050025,Uc San Diego Health Hillcrest - Hillcrest Med Ctr,San Diego,200 West Arbor Drive,6,92103,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,13,280277.76923,86704.692308,78388.846154
050025,Uc San Diego Health Hillcrest - Hillcrest Med Ctr,San Diego,200 West Arbor Drive,6,92103,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,50,156549.58,60563.26,56928.32
050026,Grossmont Hospital,La Mesa,5555 Grossmont Center Drive Box 58,6,91942,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,12,279820.58333,60129.083333,59221.416667
050026,Grossmont Hospital,La Mesa,5555 Grossmont Center Drive Box 58,6,91942,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,38,208114.84211,50924.631579,43274.184211
050036,Bakersfield Memorial Hospital,Bakersfield,420 34th St,6,93301,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,11,446846.81818,70938.0,70372.181818
050036,Bakersfield Memorial Hospital,Bakersfield,420 34th St,6,93301,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,74,340944.83784,46870.175676,45364.540541
050039,Enloe Medical Center,Chico,1531 Esplanade,6,95926,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,38,349593.57895,57847.815789,57151.684211
050039,Enloe Medical Center,Chico,1531 Esplanade,6,95926,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,48,246333.10417,43660.645833,42461.229167
050043,Alta Bates Summit Medical Center,Oakland,350 Hawthorne Avenue,6,94609,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,18,283124.22222,83306.722222,70195.166667
050043,Alta Bates Summit Medical Center,Oakland,350 Hawthorne Avenue,6,94609,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,31,218751.93548,64199.774194,56882.580645
050047,California Pacific Medical Center- Van Ness Campus,San Francisco,1101 Van Ness Avenue,6,94109,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,49,337015.28571,121144.0,106818.63265
050047,California Pacific Medical Center- Van Ness Campus,San Francisco,1101 Van Ness Avenue,6,94109,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,59,193993.66102,70322.610169,67165.338983
050056,Antelope Valley Hospital,Lancaster,1600 W Ave J,6,93534,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,11,379758.36364,69218.454545,68221.0
050056,Antelope Valley Hospital,Lancaster,1600 W Ave J,6,93534,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,13,241335.07692,47135.461538,46775.076923
050057,Kaweah Health Medical Center,Visalia,400 W Mineral King Ave,6,93291,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,11,205388.54545,63720.0,62511.909091
050057,Kaweah Health Medical Center,Visalia,400 W Mineral King Ave,6,93291,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,27,164799.62963,50687.407407,49180.296296
050060,Community Regional Medical Center,Fresno,2823 Fresno Street,6,93721,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,26,270792.15385,70117.730769,60910.423077
050060,Community Regional Medical Center,Fresno,2823 Fresno Street,6,93721,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,53,206520.98113,51567.660377,50181.943396
050069,Providence St. Joseph Hospital,Orange,1100 West Stewart Dr,6,92868,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,39,156898.25641,59068.512821,57271.102564
050069,Providence St. Joseph Hospital,Orange,1100 West Stewart Dr,6,92868,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,25,133301.56,47218.56,42996.2
050076,Kaiser Foundation Hospital - San Francisco,San Francisco,2425 Geary Blvd,6,94115,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,17,87193.352941,79337.882353,46116.235294
050077,Scripps Mercy Hospital,San Diego,4077 5th Ave,6,92103,CA,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,16,597307.4375,77305.4375,74538.625
